OBJECTID,StructID,StudyCity,Occupancy,OccupancyClass,Cost,ContentCost,NumStories,Area,FoundationType,FirstFloorHt,BuildingType,Dept_in_Struc,BldgDmgPct,ContDmgPct,BldgLossUSD,ContentLossUSD,InventoryLossUSD,Total_Loss,Community,PageName,Depth_Grid,Scenario_Frequency,InvDmgPct,InventoryCostUSD,GridName
107,169150410000602,Schuyler,4,AGR1,7761,3880,1,897,1,-0.39,4,,0,0,0,0,0,0,Schuyler County,Schuyler County 3 - ACE 0.2%,,ACE 0.2,0,10620,DEPTH_ACE02_ILRIVER
108,169150410000607,Schuyler,4,AGR1,5676,2838,1,656,6,-0.3,1,3.871258,18.485035,64.098808,1050,1820,7520,10390,Schuyler County,Schuyler County 3 - ACE 0.2%,3.571259,ACE 0.2,96.781464,7767,DEPTH_ACE02_ILRIVER
109,169150410000606,Schuyler,4,AGR1,31173,31173,1,3603,7,-0.3,2,3.590008,17.360035,62.130058,5410,19370,38290,63070,Schuyler County,Schuyler County 3 - ACE 0.2%,3.071259,ACE 0.2,89.750214,42660,DEPTH_ACE02_ILRIVER
110,169150420000401,Schuyler,1,RES1,218202,109101,1,2129,5,3.1,1,1.918646,31.267817,35.186462,68230,38390,0,106620,Schuyler County,Schuyler County 3 - ACE 0.2%,3.643982,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
111,169093340000501,Schuyler,2,COM3,13935,13935,1,3460,7,-0.3,1,3.947186,15.841558,78.366234,2210,10920,0,13130,Schuyler County,Schuyler County 3 - ACE 0.2%,3.647186,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
112,17100040100001,Cass,4,AGR1,300,300,1,997,7,-0.08,1,,0,0,0,0,0,0,Cass County,Cass County 1 - ACE 0.2%,,ACE 0.2,0,11804,DEPTH_ACE02_ILRIVER
113,17100050100001,Cass,3,IND2,795,1192,1,3531,7,2,2,-0.227509,0.772491,0,10,0,0,10,Cass County,Cass County 1 - ACE 0.2%,1.709991,ACE 0.2,0,31920,DEPTH_ACE02_ILRIVER
114,17100050160004,Cass,1,RES1,22285,11142,2,1080,4,5.14,1,-5.086258,4,0,890,0,0,890,Cass County,Cass County 1 - ACE 0.2%,0.209991,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
115,17100050110002,Cass,4,AGR1,600,600,1,851,7,-1.58,2,4.273756,20.642536,65.273758,120,390,10080,10590,Cass County,Cass County 1 - ACE 0.2%,3.443756,ACE 0.2,100,10076,DEPTH_ACE02_ILRIVER
116,17100330140001,Cass,2,COM4,190894,190894,1,1012,7,0.3,4,11.025012,54.075035,65.050026,103230,124180,0,227410,Cass County,Cass County 1 - ACE 0.2%,11.325012,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
117,1252229100005000000,Mason,1,RES1,246333,123166.5,1,2011,5,2.45,1,,0,0,0,0,0,0,Mason County,Mason County 10 - ACE 0.2%,,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
118,1252229100003000000,Mason,1,RES1,126247,63123.5,1,940,4,2.7,1,,0,0,0,0,0,0,Mason County,Mason County 10 - ACE 0.2%,,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
119,1252229100003000000,Mason,1,RES1,302859,151429.5,1,2255,4,2.98,1,,0,0,0,0,0,0,Mason County,Mason County 10 - ACE 0.2%,,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
120,1252229100002000000,Mason,1,RES1,122218,61109,1,910,4,5.12,1,,0,0,0,0,0,0,Mason County,Mason County 10 - ACE 0.2%,,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
121,1252209100001000000,Mason,2,COM3,96591,96591,1,7633,7,0,2,3.991241,15.973724,78.894897,15430,76200,0,91630,Mason County,Mason County 9 - ACE 0.2%,3.991241,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
122,1252210300004000000,Mason,1,RES1,56625,28312,1,2402,4,1.54,1,-0.801017,20.392883,13.59695,11550,3850,0,15400,Mason County,Mason County 9 - ACE 0.2%,0.739075,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
123,1252209100001000000,Mason,4,AGR1,96591,96591,1,3278,7,0,1,3.991241,18.964966,64.93869,18320,62720,38730,119770,Mason County,Mason County 9 - ACE 0.2%,3.991241,ACE 0.2,99.781036,38812,DEPTH_ACE02_ILRIVER
124,1252209100001000000,Mason,1,RES1,3570,1785,1,3400,4,5.03,1,-1.038759,18.806206,12.922482,670,230,0,900,Mason County,Mason County 9 - ACE 0.2%,3.991241,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
125,1252209100002000000,Mason,1,RES1,159075,79538,1,2694,5,3.75,1,,0,0,0,0,0,0,Mason County,Mason County 9 - ACE 0.2%,,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
126,1252209100001000000,Mason,4,AGR1,96591,96591,1,4331,7,0.76,1,3.231241,15.924966,59.61869,15380,57590,41420,114390,Mason County,Mason County 9 - ACE 0.2%,3.991241,ACE 0.2,80.781036,51279,DEPTH_ACE02_ILRIVER
127,1252210100006000000,Mason,1,RES1,32838,16419,1,2673,4,2.37,1,,0,0,0,0,0,0,Mason County,Mason County 9 - ACE 0.2%,,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
128,169092617700301,Schuyler,2,COM4,73395,73395,1,5375,2,12.55,1,2.690692,20.144152,31.906919,14780,23420,0,38200,Schuyler County,Schuyler County 2 - ACE 0.2%,13.865753,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
129,169092515201101,Schuyler,1,RES1,110244,55122,1,900,2,11.87,1,4.255,48.529999,53.529999,53500,29510,0,83010,Schuyler County,Schuyler County 2 - ACE 0.2%,16.125,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
130,169092515200801,Schuyler,1,RES1,6720,3360,1,1128,2,13.58,1,3.4825,43.377502,47.860001,2920,1610,0,4530,Schuyler County,Schuyler County 2 - ACE 0.2%,17.0625,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
131,169092512600102,Schuyler,1,RES1,5122,5122,1,1175,2,14.33,1,3.38875,42.721252,47.110001,2190,2410,0,4600,Schuyler County,Schuyler County 2 - ACE 0.2%,17.71875,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
132,169092512600401,Schuyler,1,RES1,146992,73496,1,1200,2,17.200001,1,-1.387501,1.837498,2.449997,2700,1800,0,4500,Schuyler County,Schuyler County 2 - ACE 0.2%,15.8125,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
133,169092512600501,Schuyler,1,RES1,16647,8324,1,1584,2,15.15,1,2.6,36.800003,40.800003,6130,3400,0,9530,Schuyler County,Schuyler County 2 - ACE 0.2%,16.6875,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
134,169092512600901,Schuyler,1,RES1,7056,3528,1,701,2,15.17,1,3.33,42.309998,46.639999,2980,1640,0,4620,Schuyler County,Schuyler County 2 - ACE 0.2%,18.5,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
135,169092512601102,Schuyler,1,RES1,11169,389,1,1201,2,14.92,1,1.92375,31.313749,35.237499,3500,140,0,3640,Schuyler County,Schuyler County 2 - ACE 0.2%,16.25,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
136,169092512601101,Schuyler,1,RES1,10077,349,1,1083,2,13.34,1,5.31625,54.897499,59.897499,5530,210,0,5740,Schuyler County,Schuyler County 2 - ACE 0.2%,18.65625,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
137,169092720000301,Schuyler,1,RES1,70041,35020,1,1040,4,2.23,4,,0,0,0,0,0,0,Schuyler County,Schuyler County 2 - ACE 0.2%,,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
138,169092512601501,Schuyler,1,RES1,18756,9378,1,1696,2,11.4,2,10.4125,73.824997,76.824997,13850,7200,0,21050,Schuyler County,Schuyler County 2 - ACE 0.2%,21.8125,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
139,169092610800201,Schuyler,2,COM4,205365,205365,1,1131,6,0.82,4,-0.267143,1.465713,1.465713,3010,3010,0,6020,Schuyler County,Schuyler County 2 - ACE 0.2%,0.552856,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
140,169092512601801,Schuyler,1,RES1,96853,48426,1,945,2,15.12,1,4.53625,50.217499,55.217499,48640,26740,0,75380,Schuyler County,Schuyler County 2 - ACE 0.2%,19.65625,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
141,169092610500901,Schuyler,1,RES2,3285,1642,1,1321,7,2.94,5,-2.477994,0,0,0,0,0,0,Schuyler County,Schuyler County 2 - ACE 0.2%,0.462006,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
142,169092610500301,Schuyler,1,RES1,16452,8226,2,1586,4,0.85,1,,0,0,0,0,0,0,Schuyler County,Schuyler County 2 - ACE 0.2%,,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
143,169092510000501,Schuyler,1,RES1,7983,3992,1,1039,2,14.95,2,4.675,51.050003,56.050003,4080,2240,0,6320,Schuyler County,Schuyler County 2 - ACE 0.2%,18,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
144,169092611300501,Schuyler,2,COM4,2151,2151,1,1065,7,1.95,3,8.446912,45.340736,57.446911,980,1240,0,2220,Schuyler County,Schuyler County 2 - ACE 0.2%,10.33432,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
145,169092610600301,Schuyler,1,RES1,8956,4478,1,1893,4,3.3,1,-2.829327,2.389417,1.877399,210,80,0,290,Schuyler County,Schuyler County 2 - ACE 0.2%,0.470673,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
146,169092610600302,Schuyler,1,RES1,5890,2945,1,1245,5,-0.51,2,0.978964,22.789637,25.789637,1340,760,0,2100,Schuyler County,Schuyler County 2 - ACE 0.2%,0.469299,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
147,169092610600701,Schuyler,1,RES1,2715,1357,1,1738,4,1.92,1,-1.445726,16.771368,12.108547,460,160,0,620,Schuyler County,Schuyler County 2 - ACE 0.2%,0.474274,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
148,169092610600702,Schuyler,1,RES1,1306,653,1,836,7,-0.44,1,1.037565,23.338081,26.375647,300,170,0,470,Schuyler County,Schuyler County 2 - ACE 0.2%,0.597565,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
149,169092611200401,Schuyler,2,COM3,45528,45528,1,316,7,-1.97,2,5.74121,21.223629,89.447258,9660,40720,0,50380,Schuyler County,Schuyler County 2 - ACE 0.2%,3.77121,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
150,169092610600601,Schuyler,1,RES1,48549,24274,1,1581,4,2.5,1,-2.120056,12.319214,9.679382,5980,2350,0,8330,Schuyler County,Schuyler County 2 - ACE 0.2%,0.379944,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
151,169092610700301,Schuyler,1,RES1,14718,7359,1,1378,4,3.93,1,-3.452125,0,0,0,0,0,0,Schuyler County,Schuyler County 2 - ACE 0.2%,0.477875,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
152,169092610700801,Schuyler,1,RES1,35778,17889,2,2046,4,2.69,1,-2.208341,7.166636,6.583318,2560,1180,0,3740,Schuyler County,Schuyler County 2 - ACE 0.2%,0.481659,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
153,169092610701101,Schuyler,2,COM3,519,519,1,438,6,0,1,,0,0,0,0,0,0,Schuyler County,Schuyler County 2 - ACE 0.2%,,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
154,169092510000101,Schuyler,1,RES1,147278,73639,1,1437,2,13.45,1,2.58125,36.650002,40.650002,53980,29930,0,83910,Schuyler County,Schuyler County 2 - ACE 0.2%,16.03125,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
155,169092611300202,Schuyler,2,COM3,984,984,1,1637,7,0.43,1,3.623253,14.86976,74.479034,150,730,0,880,Schuyler County,Schuyler County 2 - ACE 0.2%,4.053253,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
156,169092610700701,Schuyler,1,RES2,1947,974,1,811,7,2.7,5,,0,0,0,0,0,0,Schuyler County,Schuyler County 2 - ACE 0.2%,,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
157,169092610300401,Schuyler,1,RES1,13134,6567,2,984,7,2.15,1,,0,0,0,0,0,0,Schuyler County,Schuyler County 2 - ACE 0.2%,,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
158,169092610300901,Schuyler,1,RES2,38118,19059,1,743,4,3.85,5,-3.797693,0,0,0,0,0,0,Schuyler County,Schuyler County 2 - ACE 0.2%,0.052307,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
159,169092610400801,Schuyler,1,RES1,10983,5492,1,1406,4,3.07,1,0.702553,30.215315,18.107658,3320,990,0,4310,Schuyler County,Schuyler County 2 - ACE 0.2%,3.772552,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
160,169092610400701,Schuyler,1,RES2,77672,38836,1,1514,5,3.24,5,0.5324,28.569197,15.777597,22190,6130,0,28320,Schuyler County,Schuyler County 2 - ACE 0.2%,3.7724,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
161,169092610400301,Schuyler,1,RES6,450237,225118,2,1986,4,2.81,1,-2.319369,0,0,0,0,0,0,Schuyler County,Schuyler County 2 - ACE 0.2%,0.490631,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
162,169092612600301,Schuyler,6,GOV1,30057,30057,1,1282,7,0.53,4,3.243102,13.243102,76.18792,3980,22900,0,26880,Schuyler County,Schuyler County 2 - ACE 0.2%,3.773102,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
163,169092610401101,Schuyler,2,COM10,22257,11128,1,2139,7,-0.5,1,4.178925,7.178925,23.357849,1600,2600,0,4200,Schuyler County,Schuyler County 2 - ACE 0.2%,3.678925,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
164,169092610400502,Schuyler,1,RES1,8297,4148,1,1516,7,2.61,5,,0,0,0,0,0,0,Schuyler County,Schuyler County 2 - ACE 0.2%,,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
165,169092610401001,Schuyler,6,GOV2,497106,745659,1,1917,7,-1.82,2,3.936577,11.936577,53.921814,59340,402070,0,461410,Schuyler County,Schuyler County 2 - ACE 0.2%,0.928986,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
166,169092610400402,Schuyler,1,RES1,4472,2236,1,959,7,-0.8,1,,0,0,0,0,0,0,Schuyler County,Schuyler County 2 - ACE 0.2%,,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
167,169092610400501,Schuyler,1,RES1,7969,3984,1,1456,4,3.28,1,,0,0,0,0,0,0,Schuyler County,Schuyler County 2 - ACE 0.2%,,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
168,169092337600501,Schuyler,1,RES1,4773,2386,1,850,7,3.05,1,0.72414,20.241394,23.241394,970,560,0,1530,Schuyler County,Schuyler County 2 - ACE 0.2%,3.774139,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
169,169092335101301,Schuyler,2,COM8,0,,1,2404,7,0.84,1,-0.722538,0.277462,3.607008,0,0,0,0,Schuyler County,Schuyler County 2 - ACE 0.2%,0.117462,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
170,169092337600401,Schuyler,1,RES1,4425,2212,1,1681,6,0.32,1,3.173347,41.213428,45.386776,1820,1000,0,2820,Schuyler County,Schuyler County 2 - ACE 0.2%,3.055756,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
171,169092330001701,Schuyler,1,RES1,69153,34576,1,2461,4,2.11,1,1.668198,36.677387,21.004595,25360,7260,0,32620,Schuyler County,Schuyler County 2 - ACE 0.2%,3.778107,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
172,169092320000201,Schuyler,4,AGR1,1367,1367,1,377,7,1.75,2,-1.25,0,0,0,0,0,0,Schuyler County,Schuyler County 2 - ACE 0.2%,0.5,ACE 0.2,0,4464,DEPTH_ACE02_ILRIVER
173,169092320000202,Schuyler,4,AGR1,4044,4044,1,1115,7,-0.26,2,,0,0,0,0,0,0,Schuyler County,Schuyler County 2 - ACE 0.2%,,ACE 0.2,0,13202,DEPTH_ACE02_ILRIVER
174,169092420000501,Schuyler,1,RES1,26637,13318,2,1579,2,12.83,1,-2.448652,0,0,0,0,0,0,Schuyler County,Schuyler County 2 - ACE 0.2%,10.381348,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
175,169101830000701,Schuyler,2,COM2,33474,,1,3931,7,0.36,1,1.771256,7.313768,24.483816,2450,8200,9020,19670,Schuyler County,Schuyler County 2 - ACE 0.2%,2.131256,ACE 0.2,29.797585,30269,DEPTH_ACE02_ILRIVER
176,169101840000401,Schuyler,3,IND2,24878,12439,1,1666,7,1.73,2,,0,0,0,0,0,0,Schuyler County,Schuyler County 2 - ACE 0.2%,,ACE 0.2,0,15061,DEPTH_ACE02_ILRIVER
177,169101840000402,Schuyler,1,RES1,21444,141,1,1436,4,6.55,4,,0,0,0,0,0,0,Schuyler County,Schuyler County 2 - ACE 0.2%,,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
178,169100940000201,Schuyler,4,AGR1,22783,22783,1,5064,7,-0.2,2,2.878742,14.514966,56.181122,3310,12800,43150,59260,Schuyler County,Schuyler County 1 - ACE 0.2%,2.678741,ACE 0.2,71.968536,59958,DEPTH_ACE02_ILRIVER
179,169100940000202,Schuyler,4,AGR1,12183,12183,1,2708,7,-0.4,2,2.422492,12.689966,49.337372,1550,6010,19420,26980,Schuyler County,Schuyler County 1 - ACE 0.2%,2.022491,ACE 0.2,60.562286,32063,DEPTH_ACE02_ILRIVER
180,169100940000203,Schuyler,4,AGR1,7635,7635,1,1697,1,-0.56,1,2.676241,13.704966,53.143623,1050,4060,13440,18550,Schuyler County,Schuyler County 1 - ACE 0.2%,2.116241,ACE 0.2,66.906036,20092,DEPTH_ACE02_ILRIVER
181,169100940000101,Schuyler,1,RES1,57243,28622,1,4075,4,2.66,1,-1.856259,14.718707,11.287483,8420,3230,0,11650,Schuyler County,Schuyler County 1 - ACE 0.2%,0.803741,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
182,5726283140000200,Fulton,4,AGR1,129744,129744,1,1060,7,0.37,1,4.434993,21.609957,65.43499,28040,84900,12550,125490,Fulton County,Fulton County 8 - ACE 0.2%,4.804993,ACE 0.2,100,12550,DEPTH_ACE02_ILRIVER
183,5726283140000200,Fulton,2,COM2,360835,360835,1,2948,7,0.95,1,,0,0,0,0,0,0,Fulton County,Fulton County 8 - ACE 0.2%,,ACE 0.2,0,22700,DEPTH_ACE02_ILRIVER
184,5726283140000200,Fulton,1,RES1,254453,127226,1,1637,4,1,1,4.434993,0,0,0,0,0,0,Fulton County,Fulton County 8 - ACE 0.2%,,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
185,5726281730000400,Fulton,1,RES1,14250,7125,1,2533,4,2.36,1,,0,0,0,0,0,0,Fulton County,Fulton County 7 - ACE 0.2%,,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
186,1252206400003000000,Mason,1,RES1,271297,135648.5,1,2020,4,7.49,1,2.376242,41.63369,23.128725,112950,31370,0,144320,Mason County,Mason County 9 - ACE 0.2%,9.866241,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
187,1252206400006000000,Mason,1,RES1,277744,138872,1,2068,4,9.87,1,0.089992,26.539949,16.269974,73710,22590,0,96300,Mason County,Mason County 9 - ACE 0.2%,9.959991,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
188,1252206400006000000,Mason,1,RES1,201055,100527.5,1,1497,4,11.08,1,-0.276258,24.066191,15.171225,48390,15250,0,63640,Mason County,Mason County 9 - ACE 0.2%,10.741241,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
189,1252206400006000000,Mason,1,RES1,268208,134104,1,1997,4,9.14,1,0.476241,28.857447,17.428722,77400,23370,0,100770,Mason County,Mason County 9 - ACE 0.2%,9.616241,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
190,1252206400003000000,Mason,1,RES1,181581,90790.5,1,1352,4,7.46,1,3.937491,51.624947,26.874983,93740,24400,0,118140,Mason County,Mason County 9 - ACE 0.2%,11.397491,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
191,1252206400006000000,Mason,1,RES1,235572,117786,1,1754,4,10.98,1,0.073742,26.442451,16.221226,62290,19110,0,81400,Mason County,Mason County 9 - ACE 0.2%,12.397491,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
192,1252206400006000000,Mason,1,RES1,138603,69301.5,1,1032,4,9.77,1,1.752491,37.267437,21.257473,51650,14730,0,66380,Mason County,Mason County 9 - ACE 0.2%,11.522491,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
193,1252206400006000000,Mason,1,RES1,171777,85888.5,1,1279,4,10.59,1,1.244991,33.714939,19.734974,57920,16950,0,74870,Mason County,Mason County 9 - ACE 0.2%,11.866241,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
194,1252206400006000000,Mason,1,RES1,254375,127187.5,1,1894,4,9.84,1,1.244991,33.714939,19.734974,85760,25100,0,110860,Mason County,Mason County 9 - ACE 0.2%,11.084991,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
195,1252206400006000000,Mason,1,RES1,195012,97506,1,1452,4,11.3,1,-0.027509,25.807438,15.917474,50330,15520,0,65850,Mason County,Mason County 9 - ACE 0.2%,11.272491,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
196,1252206400006000000,Mason,1,RES1,183058,91529,1,1363,4,11.13,1,0.329991,27.979948,16.989975,51220,15550,0,66770,Mason County,Mason County 9 - ACE 0.2%,11.459991,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
197,1252206400006000000,Mason,1,RES1,248062,124031,1,1847,4,12.69,1,-1.011258,18.94371,12.977484,46990,16100,0,63090,Mason County,Mason County 9 - ACE 0.2%,11.678741,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
198,1252204300015000000,Mason,1,RES1,50436,25218,1,2009,4,2,1,,0,0,0,0,0,0,Mason County,Mason County 9 - ACE 0.2%,,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
199,1252206400005000000,Mason,1,RES1,189371,94685.5,1,1410,4,7.61,1,2.224991,40.57494,22.674974,76840,21470,0,98310,Mason County,Mason County 9 - ACE 0.2%,9.834991,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
200,1252204400008000000,Mason,1,RES1,8292,4146,1,1209,4,2.6,1,1.391242,34.738689,20.173725,2880,840,0,3720,Mason County,Mason County 9 - ACE 0.2%,3.991241,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
201,1252204400007000000,Mason,4,AGR1,30096,30096,1,1654,7,0,2,5.834991,29.174957,66,8780,19860,19580,48220,Mason County,Mason County 9 - ACE 0.2%,5.834991,ACE 0.2,100,19583,DEPTH_ACE02_ILRIVER
202,1252204300007000000,Mason,1,RES1,8145,4072,1,1246,4,2.69,1,-1.980009,14.099957,11.039983,1150,450,0,1600,Mason County,Mason County 9 - ACE 0.2%,0.709991,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
203,1252204300011000000,Mason,1,RES1,1533,766,1,1563,7,2.79,1,5.638741,56.832451,61.832451,870,470,0,1340,Mason County,Mason County 9 - ACE 0.2%,7.272491,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
204,1252204300009000000,Mason,1,RES1,12582,6291,1,1394,7,2.24,1,1.751241,29.761173,33.512413,3740,2110,0,5850,Mason County,Mason County 9 - ACE 0.2%,3.991241,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
205,1252204300012000000,Mason,2,COM8,15351,15351,1,1224,4,3.31,1,7.243742,20.487484,82.243744,3140,12620,0,15760,Mason County,Mason County 9 - ACE 0.2%,10.553741,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
206,1252204300010000000,Mason,1,RES1,31611,15806,1,1270,5,4.17,1,3.102491,40.717438,44.819931,12870,7080,0,19950,Mason County,Mason County 9 - ACE 0.2%,7.272491,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
207,1252204400002000000,Mason,1,RES1,3458,1729,1,3293,4,2.38,1,-1.670009,15.649957,11.659983,540,200,0,740,Mason County,Mason County 9 - ACE 0.2%,0.709991,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
208,1252204400001000000,Mason,1,RES1,2300,1150,1,2190,3,2.73,1,1.261241,25.351173,28.612413,580,330,0,910,Mason County,Mason County 9 - ACE 0.2%,3.991241,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
209,1252204305005000000,Mason,1,RES1,1053,526,2,1082,4,2.4,1,7.684991,53.424957,50.109947,560,260,0,820,Mason County,Mason County 9 - ACE 0.2%,8.772491,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
210,1252204300002000000,Mason,1,RES1,87465,43732,1,1255,4,3.78,1,-0.663759,21.353691,14.008724,18680,6130,0,24810,Mason County,Mason County 9 - ACE 0.2%,3.116241,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
211,1252204304002800000,Mason,5,REL1,1981,1981,1,1923,4,4.65,1,-0.440009,0,5.599914,0,110,0,110,Mason County,Mason County 9 - ACE 0.2%,4.209991,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
212,1252204305003000000,Mason,1,RES1,19794,9897,1,908,4,0.3,1,6.972491,69.862457,34.917473,13830,3460,0,17290,Mason County,Mason County 9 - ACE 0.2%,7.272491,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
213,1252204305002000000,Mason,1,RES1,3000,1500,1,1061,7,0.41,1,7.924992,66.699966,71.699966,2000,1080,0,3080,Mason County,Mason County 9 - ACE 0.2%,8.334991,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
214,1252204304001000000,Mason,1,RES1,58623,29312,2,1455,4,1.51,1,-1.018759,13.887448,7.981242,8140,2340,0,10480,Mason County,Mason County 9 - ACE 0.2%,0.491241,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
215,1252204302003000000,Mason,1,RES1,55299,27650,1,2847,4,4,1,-1.477509,16.612457,12.044983,9190,3330,0,12520,Mason County,Mason County 9 - ACE 0.2%,2.522491,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
216,1252204302002000000,Mason,1,RES1,33018,16509,2,1428,5,2.08,2,4.223742,20.447483,29.118708,6750,4810,0,11560,Mason County,Mason County 9 - ACE 0.2%,6.178741,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
217,1252204303003000000,Mason,2,COM3,860,430,1,819,7,0,1,6.959991,24.879974,91.959991,210,400,0,610,Mason County,Mason County 9 - ACE 0.2%,6.959991,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
218,1252204301003000000,Mason,1,RES1,35217,17608,1,1499,4,4.13,1,4.048741,52.34119,27.146223,18430,4780,0,23210,Mason County,Mason County 9 - ACE 0.2%,8.178741,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
219,1252203300007800000,Mason,2,COM2,2701,2701,1,2622,7,0.69,1,,0,0,0,0,0,0,Mason County,Mason County 9 - ACE 0.2%,,ACE 0.2,0,20189,DEPTH_ACE02_ILRIVER
220,1252203100022000000,Mason,1,RES1,7698,3849,1,1057,5,2.18,1,1.739586,29.656275,33.395863,2280,1280,0,3560,Mason County,Mason County 9 - ACE 0.2%,3.919586,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
221,1252203100018000000,Mason,1,RES1,11733,5866,1,1118,5,1.89,1,0.613693,19.136927,22.136927,2240,1300,0,3540,Mason County,Mason County 9 - ACE 0.2%,2.503693,ACE 0.2,0,0,DEPTH_ACE02_ILRIVER
