OBJECTID_1 *,StructID,StudyCity,Occupancy,OccupancyClass,Cost,ContentCost,NumStories,Area,FoundationType,FirstFloorHt,BuildingType,InventoryCostUSD,Community,PageName,Scenario_Frequency,Dept_in_Struc,BldgDmgPct,ContDmgPct,BldgLossUSD,ContentLossUSD,InventoryLossUSD,Total_Loss,Depth_Grid,InvDmgPct,GridName
1097,17901013211801200,East Peoria,1,RES1,31230,31230,1,952,4,2.62,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1098,17901013211701000,East Peoria,1,RES1,17790,8895,1,1365,4,3.13,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1099,17901013211601000,East Peoria,1,RES1,19121,19122,1,1343,4,3.58,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1100,17901013230603100,East Peoria,1,RES1,66000,33000,1,1473,4,2.18,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1101,17901013240102600,East Peoria,1,RES1,41610,41610,1,1365,4,3.7,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1102,17901013230702200,East Peoria,1,RES1,11385,11386,1,874,7,0.10125,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1103,17901013211101200,East Peoria,1,RES1,38130,38130,1,1247,4,2.71,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1104,17901013220200600,East Peoria,2,COM8,38730,38731,2,3191,7,1.51,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1105,17901013211700700,East Peoria,1,RES1,8915,8916,2,544,4,2,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1106,17901013242000100,East Peoria,2,COM4,115437,115438,1,2630,7,0.37,1,0,East Peoria,East Peoria 4 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1107,17901013240000500,East Peoria,1,RES1,53310,53310,1,1955,4,2.4,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1108,17901013211702500,East Peoria,1,RES1,27900,27900,1,999,4,4.26,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1109,17901012830000900,East Peoria,3,IND2,21631,21632,1,1510,7,0.5,1,13650,East Peoria,East Peoria 2 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1110,17901012840002000,East Peoria,2,COM2,32989068,32989069,2,261818,7,3.67,1,2015999,East Peoria,East Peoria 2 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1111,17901013230402600,East Peoria,1,RES1,30870,30870,1,1141,4,2.61,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1112,17901013230301100,East Peoria,1,RES1,24750,24750,1,1355,4,2.15,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1113,17901013211601000,East Peoria,1,RES1,10038,10038,1,705,4,2.8,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1114,17901013240200100,East Peoria,3,IND4,84841,84842,1,12178,7,0.4,1,239663,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1115,17901013230601600,East Peoria,1,RES1,54870,54870,2,1316,4,3.29,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1116,17901013211101100,East Peoria,1,RES1,38680,38680,1,1608,4,2.74,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1117,17901013310001500,East Peoria,1,RES4,359795,359796,2,6004,7,0.73,1,0,East Peoria,East Peoria 4 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1118,17901013230101400,East Peoria,1,RES1,23204,23204,1,835,4,0.87,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1119,17901013240102400,East Peoria,1,RES1,30420,30420,2,1234,4,3.55,4,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1120,17901013230701500,East Peoria,1,RES1,43710,43710,2,980,4,3.79,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1121,17901013240000400,East Peoria,1,RES1,41280,41280,1,984,4,2.22,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1122,17901013230101000,East Peoria,1,RES1,27330,27330,1,760,4,2.77,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1123,17901013211502400,East Peoria,1,RES1,65370,65370,1,1290,4,2.51,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1124,17901013230703200,East Peoria,1,RES1,50160,25080,1,939,4,3.58,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1125,17901013240000800,East Peoria,1,RES1,47040,47040,2,1102,4,2.92,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1126,17901013220401700,East Peoria,2,COM4,8190,8191,1,1393,7,0.63,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1127,17901012840000900,East Peoria,2,COM4,28802,28803,1,620,7,0.25,1,0,East Peoria,East Peoria 2 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1128,17901012830000500,East Peoria,3,IND2,176001,176002,1,2362,7,0.19,1,21352,East Peoria,East Peoria 2 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1129,17901013330900100,East Peoria,2,COM2,161010,161011,1,49461,7,1.9,1,380850,East Peoria,East Peoria 4 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1130,17901013330300400,East Peoria,1,RES1,51570,25785,1,1045,4,2.59,1,0,East Peoria,East Peoria 4 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1131,17901013230503100,East Peoria,1,RES1,11790,11790,1,718,7,0.365,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1132,17901013211500900,East Peoria,1,RES1,22859,22860,1,656,4,1,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1133,17901013220301500,East Peoria,1,RES1,17460,17460,1,958,7,1.14,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1134,17901013211801300,East Peoria,1,RES1,17053,17054,1,791,4,0.86,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1135,17901013210500800,East Peoria,1,RES1,38700,38700,2,1357,4,2.8,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1136,17901013230701000,East Peoria,1,RES1,35100,35100,1,1049,4,2.48,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1137,17901013230300400,East Peoria,1,RES1,33540,33540,1,978,4,3,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1138,17901013211802200,East Peoria,1,RES1,43950,43950,1,1583,4,3.23,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1139,17901013211100900,East Peoria,1,RES1,6840,6840,1,257,4,0.48,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1140,17901013211001000,East Peoria,1,RES3C,67500,67500,1,10787,7,1.12,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1141,17901013211500100,East Peoria,1,RES1,24450,24450,1,856,5,2.35,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1142,17901013211400600,East Peoria,1,RES1,24570,24570,1,1949,7,0.65,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1143,17901013230501600,East Peoria,1,RES1,72720,72720,1,1717,4,2.88,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1144,17901013211801600,East Peoria,1,RES1,24810,24810,1,921,4,2.8,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1145,17901013211801300,East Peoria,1,RES1,18195,18196,1,844,4,1.08,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1146,17901013230400900,East Peoria,1,RES1,35910,35910,1,1005,4,2.3,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1147,17901013240103100,East Peoria,1,RES1,10160,10160,2,877,4,0.3,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1148,17901013220403200,East Peoria,6,GOV2,3674450,3674452,2,13765,7,0.72,4,0,East Peoria,East Peoria 4 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1149,17901013230602700,East Peoria,2,COM8,60330,60331,1,2520,7,1.7,4,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1150,17901013220403900,East Peoria,2,COM1,214631,214632,1,9838,7,0.54,1,67784,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1151,17901013310001500,East Peoria,1,RES4,633655,633656,2,10574,7,0.45,1,0,East Peoria,East Peoria 4 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1152,17901012940400800,East Peoria,2,COM1,4485810,4485811,1,162656,7,0.32,4,1120700,East Peoria,East Peoria 2 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1153,17901013230101300,East Peoria,1,RES1,45441,45442,1,1432,4,1.95,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1154,17901013211300900,East Peoria,1,RES1,29250,14625,2,1007,4,3.47,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1155,17901013240300300,East Peoria,2,COM3,78083,78084,1,18882,7,0.47,1,0,East Peoria,East Peoria 4 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1156,17901013230701900,East Peoria,1,RES1,16507,16508,1,988,4,3.56,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1157,17901013220203300,East Peoria,2,COM4,659280,659281,2,8336,7,1.89,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1158,17901012920100200,East Peoria,2,COM8,674070,674071,1,5326,7,0.57,1,0,East Peoria,East Peoria 1 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1159,17901013230701400,East Peoria,1,RES1,32938,32938,1,804,7,2.15,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1160,17901013220401600,East Peoria,2,COM1,47730,47731,1,1810,7,0.88,1,12471,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1161,17901013211702600,East Peoria,1,RES1,11520,11520,2,1026,4,1.9,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1162,17901013240103100,East Peoria,1,RES1,12314,12314,1,1063,7,1.75,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1163,17901013230702300,East Peoria,1,RES1,13422,13422,1,1015,4,1.44,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1164,17901013230601100,East Peoria,1,RES1,68549,68550,1,2213,7,0.1,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1165,17901013240101300,East Peoria,1,RES1,12960,12960,1,1352,4,2.48,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1166,17901013230703400,East Peoria,1,RES1,17250,17250,1,276,4,1.79,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1167,17901013230201100,East Peoria,1,RES1,18750,18750,2,1047,4,2.43,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1168,17901013210600900,East Peoria,1,RES1,43290,43290,1,1011,4,3.26,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1169,17901013320000300,East Peoria,2,COM2,3236629,3236630,1,46364,7,3.08,1,357003,East Peoria,East Peoria 4 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1170,17901012810000800,East Peoria,2,COM1,13566960,13566961,1,149440,7,0.48,1,1029642,East Peoria,East Peoria 2 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1171,17901013211601400,East Peoria,1,RES1,15408,15408,1,1198,4,3.25,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1172,17901013230700900,East Peoria,1,RES1,43200,43200,1,1291,4,3,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1173,17901013310201400,East Peoria,2,COM8,1653450,1653451,1,110774,7,0.47,1,0,East Peoria,East Peoria 4 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1174,17901013230600400,East Peoria,1,RES1,17442,17442,1,844,7,0.29,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1175,17901013211500900,East Peoria,1,RES1,21361,21362,1,613,4,1.14,4,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1176,17901013230300500,East Peoria,1,RES1,28290,28290,2,877,4,2.8,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1177,17901013211801100,East Peoria,1,RES1,25573,25574,1,984,4,2.75,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1178,17901013210600800,East Peoria,1,RES1,27540,27540,1,995,4,2.07,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1179,17901013240102000,East Peoria,1,RES1,30030,30030,1,912,4,3.52,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1180,17901012830000500,East Peoria,2,COM2,1513225,1513226,1,20308,7,4.12,1,156372,East Peoria,East Peoria 2 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1181,17901013230603400,East Peoria,1,RES1,74670,74670,1,1679,4,2.89,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1182,17901013230703300,East Peoria,1,RES1,12021,12022,1,1585,7,0.07625,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1183,17901013220403900,East Peoria,2,COM1,112704,112705,1,5166,7,0.55,1,35594,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1184,17901013230601700,East Peoria,1,RES1,27090,27090,2,1522,4,4.01,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1185,17901013240100300,East Peoria,1,RES1,32340,32340,1,612,4,3.32,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1186,17901013211101000,East Peoria,1,RES1,17850,17850,2,1121,4,3.21,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1187,17901013230400200,East Peoria,1,RES1,36150,18075,1,1255,4,3.95,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1188,17901013211602000,East Peoria,1,RES1,22770,22770,1,923,7,0.36875,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1189,17901013211602600,East Peoria,1,RES1,34500,34500,1,1374,4,3.82,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1190,17901013211500600,East Peoria,1,RES1,69090,69090,2,1251,4,3.15,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1191,17901013211400700,East Peoria,1,RES1,51300,51300,1,1412,4,2.78,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1192,17901013240101700,East Peoria,1,RES1,5160,5160,1,670,7,0.34,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1193,17901013220403900,East Peoria,2,COM1,185768,185769,1,8515,7,0.56,1,58668,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1194,17901013230600500,East Peoria,1,RES1,47970,47970,2,1042,4,2.47,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1195,17901013220403900,East Peoria,2,COM4,19002,19003,1,871,7,1.6,4,0,East Peoria,East Peoria 4 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1196,17901013230301200,East Peoria,1,RES1,25272,25272,1,629,4,0.45,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1197,17901013210900100,East Peoria,1,RES1,27090,27090,1,1137,4,2.72,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1198,17901012940500500,East Peoria,2,COM2,1575570,1575571,1,29584,7,0.41,1,227797,East Peoria,East Peoria 2 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1199,17901013140400100,East Peoria,3,IND2,376488,376490,1,2988,7,0.4,1,27012,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1200,17901013230603500,East Peoria,1,RES1,40440,40440,1,1802,4,1.38,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1201,17901013230400400,East Peoria,1,RES1,29280,29280,1,1138,4,1.04,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1202,17901013211701700,East Peoria,2,COM3,7642,7643,1,1676,7,0.5425,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1203,17901013211501700,East Peoria,1,RES1,53100,53100,1,1245,4,3.04,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1204,17901013211501200,East Peoria,1,RES1,55290,55290,1,1462,4,2.23,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1205,17901013240100100,East Peoria,1,RES1,76050,76050,2,1302,4,3.45,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1206,17901013211402200,East Peoria,1,RES1,46680,46680,2,1565,4,3.44,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1207,17901012830000700,East Peoria,3,IND2,1043700,1043702,1,120930,7,4.01,1,1093207,East Peoria,East Peoria 2 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1208,17901013230502100,East Peoria,1,RES1,69840,34920,1,1055,4,2.92,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1209,17901013230000700,East Peoria,1,RES1,33270,33270,2,1081,4,2.36,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1210,17901013230702500,East Peoria,1,RES1,39810,39810,1,1429,4,2.6,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1211,17901013211701800,East Peoria,1,RES3A,28016,28016,2,1137,4,0.52,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1212,17901013240602200,East Peoria,2,COM1,1530270,1530271,1,50296,7,0.48,1,346539,East Peoria,East Peoria 4 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1213,17901013211501300,East Peoria,1,RES1,59970,29985,1,1698,4,2.7,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1214,17901013211401800,East Peoria,1,RES1,18270,18270,1,2064,4,1.81,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1215,17901013210401000,East Peoria,1,RES1,35910,35910,2,1093,4,0.91,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1216,17901012840001200,East Peoria,1,RES4,9286710,9286710,8,56646,4,0.4,1,0,East Peoria,East Peoria 2 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1217,17901013211700700,East Peoria,1,RES1,16585,16586,1,1012,7,0.59,4,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1218,17901013211601100,East Peoria,1,RES1,13500,13500,1,827,4,2.8,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1219,17901013240100900,East Peoria,1,RES1,37920,37920,1,1223,4,2.3,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1220,17901013240100400,East Peoria,1,RES1,48930,48930,1,1326,4,3.09,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1221,17901013210900300,East Peoria,1,RES1,41490,41490,1,1348,4,2.9,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1222,17901013211700100,East Peoria,1,RES1,11910,11910,1,1025,4,2.6,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1223,17901013230602900,East Peoria,1,RES1,20809,20810,1,646,7,0.58,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1224,17901013230701600,East Peoria,1,RES1,11460,11460,1,696,4,2.01,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1225,17901013242000100,East Peoria,3,IND2,310803,310804,1,7081,7,0.44,1,64012,East Peoria,East Peoria 4 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1226,17901013211702100,East Peoria,1,RES1,18950,18950,1,639,4,2.9,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
1227,17901013230401800,East Peoria,1,RES1,15991,15992,1,1113,4,3.43,1,0,East Peoria,East Peoria 3 - ACE 10%,ACE 10,,0,0,0,0,0,0,,0,DEPTH_ACE10_ILRIVER
