OBJECTID_1 *,StructID,StudyCity,Occupancy,OccupancyClass,Cost,ContentCost,NumStories,Area,FoundationType,FirstFloorHt,BuildingType,InventoryCostUSD,Community,PageName,Scenario_Frequency,Dept_in_Struc,BldgDmgPct,ContDmgPct,BldgLossUSD,ContentLossUSD,InventoryLossUSD,Total_Loss,Depth_Grid,InvDmgPct,GridName
3019,17901013211400900,East Peoria,1,RES1,26670,26670,1,856,4,3.55,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3020,17901012940102600,East Peoria,2,COM8,170044,170045,1,4342,7,0.63,4,0,East Peoria,East Peoria 1 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3021,17901013140400100,East Peoria,3,IND2,2794050,2794052,1,22175,7,0.3,1,200462,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3022,17901013211601900,East Peoria,1,RES1,61260,61260,2,1500,4,2.56,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3023,17901013230701800,East Peoria,1,RES1,30009,30010,1,957,4,3.05,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3024,17901013241400800,East Peoria,2,COM1,3576210,3576211,1,61501,7,0.4,1,423742,East Peoria,East Peoria 4 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3025,17901012930001000,East Peoria,2,COM8,381360,381361,1,8126,7,0.39,1,0,East Peoria,East Peoria 1 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3026,17901013230502400,East Peoria,1,RES1,6060,6060,1,2385,4,1.59,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3027,17901013211500300,East Peoria,1,RES1,19710,19710,1,1221,7,0.15,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3028,17901013211500500,East Peoria,1,RES1,28440,28440,1,1068,4,3.19,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3029,17901013330300200,East Peoria,1,RES1,72720,72720,2,1276,4,3.13,1,0,East Peoria,East Peoria 4 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3030,17901013230200300,East Peoria,1,RES1,68340,68340,2,1265,4,0.23,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3031,17901013211602000,East Peoria,1,RES1,39570,39570,1,1604,4,2.25,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3032,17901013230700200,East Peoria,1,RES1,34590,34590,1,1035,4,2.51,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3033,17901013210600500,East Peoria,1,RES1,21450,21450,1,790,4,1.24,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3034,17901012940500800,East Peoria,3,IND2,3361115,3361116,3,288712,7,5,1,2609956,East Peoria,East Peoria 2 - ACE 1%,ACE 1,-2.49,0,0,0,0,0,0,2.511047,0,DEPTH_ACE1_ILRIVER
3035,17901013330900800,East Peoria,1,RES3A,372918,372918,2,2805,7,0.59,1,0,East Peoria,East Peoria 4 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3036,17901013330200100,East Peoria,2,COM8,438720,438721,1,2738,7,0.51,1,0,East Peoria,East Peoria 4 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3037,17901013230502600,East Peoria,1,RES1,30690,30690,1,874,4,3.36,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3038,17901013230402300,East Peoria,1,RES1,28620,28620,1,974,4,0.41,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3039,17901013230300900,East Peoria,1,RES1,34410,34410,1,1233,4,3.15,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3040,17901013230301300,East Peoria,1,RES1,11775,11776,1,796,4,2.18,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3041,17901013211001300,East Peoria,1,RES1,28740,28740,1,1200,4,2.27,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3042,17901013330300300,East Peoria,1,RES1,63510,63510,2,1068,4,2.95,1,0,East Peoria,East Peoria 4 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3043,17901013230502300,East Peoria,1,RES1,7430,7430,1,743,4,2.89,4,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3044,17901013230000400,East Peoria,1,RES1,43440,43440,1,1272,4,3.3,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3045,17901013211602100,East Peoria,1,RES1,23054,23054,1,958,7,0.205,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3046,17901013211700600,East Peoria,1,RES1,38130,38130,2,1321,4,1.48,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3047,17901013230702700,East Peoria,1,RES1,48150,48150,1,1635,4,2.08,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3048,17901013211800200,East Peoria,1,RES1,53400,26700,2,1061,4,3.41,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3049,17901013230402700,East Peoria,1,RES1,41490,41490,1,1122,4,1.65,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3050,17901013230601100,East Peoria,1,RES1,13319,13320,1,430,7,0.18,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3051,17901013230500700,East Peoria,1,RES1,23130,23130,1,806,4,2.92,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3052,17901013230100300,East Peoria,1,RES1,59640,59640,1,2349,4,3.15,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3053,17901013230702800,East Peoria,1,RES1,11520,11520,1,1496,4,2.65,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3054,17901013211701900,East Peoria,1,RES1,54120,54120,1,1410,4,2.12,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3055,17901013220401500,East Peoria,2,COM1,58410,58411,1,1973,7,1.69,4,13594,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3056,17901013210901800,East Peoria,1,RES1,6990,6990,2,1200,4,5.7,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3057,17901013330700700,East Peoria,1,RES1,12660,12660,1,749,7,0.63875,1,0,East Peoria,East Peoria 4 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3058,17901013230500900,East Peoria,1,RES1,30420,30420,1,1312,4,2.9,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3059,17901013211500400,East Peoria,1,RES1,20750,20750,1,1086,4,1.27,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3060,17901013220403900,East Peoria,2,COM1,185855,185856,1,8519,7,0.58,1,58696,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3061,17901013211401300,East Peoria,1,RES1,18900,18900,1,671,4,2.15,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3062,17901013210902000,East Peoria,1,RES1,19080,19080,1,1222,4,2.97,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3063,17901012920102300,East Peoria,2,COM8,471450,471451,1,7889,7,0.88,1,0,East Peoria,East Peoria 1 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3064,17901013140400100,East Peoria,3,IND2,913248,913250,1,7248,7,2.45,1,65522,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3065,17901013211402000,East Peoria,1,RES1,43140,43140,1,691,4,2.17,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3066,17901013230201200,East Peoria,1,RES1,50220,50220,1,1446,4,2.92,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3067,17901012940500200,East Peoria,3,IND4,335593,335594,1,1771,7,0.5,1,34853,East Peoria,East Peoria 2 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3068,17901013140101500,East Peoria,3,IND2,9630,9632,1,3693,7,0.6,1,33385,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3069,17901013230702600,East Peoria,1,RES1,8340,8340,2,1444,4,3.3,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3070,17901013230700700,East Peoria,1,RES1,37620,37620,2,1535,4,2.33,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3071,17901013230600800,East Peoria,1,RES1,13103,13104,1,740,4,2.89,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3072,17901013230301200,East Peoria,1,RES1,51188,51188,2,1274,4,3.48,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3073,17901013211401100,East Peoria,1,RES1,19860,19860,1,804,4,0.74,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3074,17901013310001000,East Peoria,3,IND2,360870,360872,1,44227,7,3.71,1,399812,East Peoria,East Peoria 4 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3075,17901012840000900,East Peoria,2,COM8,3019542,3019543,2,65000,7,1.14,1,0,East Peoria,East Peoria 2 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3076,17901012940600600,East Peoria,2,COM1,930240,930241,1,24844,7,0.27,3,171175,East Peoria,East Peoria 2 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3077,17901013230200100,East Peoria,1,RES1,33664,33664,2,690,4,0.55,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3078,17901013211601400,East Peoria,1,RES1,8836,8836,1,687,4,3.13,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3079,17901013211601700,East Peoria,1,RES1,53460,53460,1,1001,4,2.83,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3080,17901013230201000,East Peoria,1,RES1,28740,28740,2,1008,4,3.87,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3081,17901013211801100,East Peoria,1,RES1,28093,28094,1,1081,4,3.18,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3082,17901013211600200,East Peoria,1,RES1,28680,28680,1,994,4,3.22,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3083,17901013310002600,East Peoria,2,COM1,72163,72164,1,1194,7,0.98,1,8227,East Peoria,East Peoria 4 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3084,17901012940601200,East Peoria,2,COM8,2275710,2275711,1,8780,7,0.5,1,0,East Peoria,East Peoria 2 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3085,17901013230703300,East Peoria,1,RES1,6849,6850,1,903,4,0.2,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3086,17901013230702100,East Peoria,1,RES1,54720,54720,1,1545,4,3.49,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3087,17901013240000600,East Peoria,1,RES1,47610,47610,1,1185,7,2.3,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3088,17901013230501500,East Peoria,1,RES1,37171,37172,1,1026,4,3.93,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3089,17901013211600800,East Peoria,1,RES1,30030,30030,1,680,4,2.72,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3090,17901013240300300,East Peoria,2,COM4,54549,54550,1,13191,7,0.51,1,0,East Peoria,East Peoria 4 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3091,17901013240103300,East Peoria,1,RES1,30900,30900,2,1496,4,1.66,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3092,17901013330201400,East Peoria,1,RES3D,795390,795390,3,6492,4,0.39,1,0,East Peoria,East Peoria 4 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3093,17901013310700500,East Peoria,1,RES4,2897550,2897550,4,15687,4,0.21,1,0,East Peoria,East Peoria 4 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3094,17901012920102600,East Peoria,2,COM8,272111,272112,1,3249,7,0.65,4,0,East Peoria,East Peoria 1 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3095,17901013230100800,East Peoria,1,RES1,43320,43320,1,1454,4,2.77,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3096,17901013230701800,East Peoria,1,RES1,33991,33992,1,1084,4,2.62,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3097,17901013320000300,East Peoria,3,IND2,354491,354492,1,5078,7,0.28,1,45905,East Peoria,East Peoria 4 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3098,17901013230501800,East Peoria,1,RES1,11910,5955,1,1216,4,0.85,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3099,17901013230400100,East Peoria,1,RES1,18722,18722,1,810,4,2,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3100,17901013230101200,East Peoria,1,RES1,24930,24930,1,651,4,2.3,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3101,17901013210401100,East Peoria,1,RES1,13890,13890,1,772,5,2,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3102,17901013230601900,East Peoria,1,RES1,37470,18735,1,1057,4,2.36,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3103,17901013230301400,East Peoria,1,RES1,20729,20730,1,615,7,1.35,1,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3104,17901012920101800,East Peoria,2,COM1,26352720,26352721,2,117871,7,0.95,1,812131,East Peoria,East Peoria 1 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3105,17901013330300500,East Peoria,1,RES1,53220,53220,2,1124,4,2.79,1,0,East Peoria,East Peoria 4 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3106,17901013310201200,East Peoria,2,COM8,607710,607711,1,4930,7,0.5,1,0,East Peoria,East Peoria 4 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3107,17901013140400200,East Peoria,3,IND2,981,1472,1,241,7,0.8,4,2179,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3108,17901013210300400,East Peoria,3,IND2,28908,43362,2,4281,7,0.15,4,38700,East Peoria,East Peoria 1 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3109,17901013120000100,East Peoria,3,IND2,3884,5826,1,729,7,0.66,4,6590,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3110,17901013120000100,East Peoria,3,IND2,2883,4324,1,541,7,0.67,4,4891,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3111,17901013120000100,East Peoria,2,COM4,31863,31863,1,5980,7,0.3,4,0,East Peoria,East Peoria 1 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3112,17901013140400200,East Peoria,3,IND1,5049941,7574912,2,1240532,7,0.21,4,44224966,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3113,17901013140400200,East Peoria,3,IND2,108263,162394,2,26595,7,0.57,3,240419,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3114,17901013120400100,East Peoria,3,IND2,159090,238635,2,33442,7,0.2,4,302316,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3115,17901012930100100,East Peoria,6,GOV2,432194,648291,1,1447,1,0.17,3,0,East Peoria,East Peoria 1 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3116,17901013120000100,East Peoria,3,IND1,3426317,5139476,3,643047,7,1.4,2,22924626,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3117,17901012940300100,East Peoria,3,IND2,30518,45777,1,404,7,4.47,2,3652,East Peoria,East Peoria 1 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3118,17901013140400200,East Peoria,3,IND2,21933,32900,2,5388,7,0.31,3,48708,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3119,17901013210300400,East Peoria,3,IND1,5936202,8904303,2,879088,7,0.2,2,31339487,East Peoria,East Peoria 1 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3120,17901012930200300,East Peoria,3,IND1,93654,140481,1,15713,7,0.21,3,560168,East Peoria,East Peoria 1 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3121,17901012930200300,East Peoria,3,IND2,8744,13116,1,1467,7,0.87,4,13262,East Peoria,East Peoria 1 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3122,17901012940300100,East Peoria,2,COM4,7347142,7347142,5,97263,7,0.56,3,0,East Peoria,East Peoria 1 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3123,17901012930200300,East Peoria,2,COM4,1975675,1975675,3,331474,7,0.73,3,0,East Peoria,East Peoria 1 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3124,17901013140400200,East Peoria,3,IND2,3497,5246,1,859,7,0.23,2,7765,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3125,17901013140400200,East Peoria,3,IND1,1758295,2637442,4,431930,7,0.74,3,15398304,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3126,17901013210200100,East Peoria,3,IND2,820033,1230050,2,2984,7,1,3,26975,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3127,17901012930200300,East Peoria,3,IND1,2416497,3624746,2,405434,7,0.18,2,14453722,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3128,17901013120000100,East Peoria,3,IND1,242393,363590,4,45492,7,0.4,3,1621790,East Peoria,East Peoria 1 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3129,17901013210200100,East Peoria,3,IND2,3622547,5433820,1,13182,7,0.11,4,119165,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3130,17901013140400200,East Peoria,3,IND2,4071,6106,1,1000,7,0.65,4,9040,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3131,17901013310201500,East Peoria,2,COM8,302130,302130,1,2100,7,0.53,3,0,East Peoria,East Peoria 4 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3132,17901013220405500,East Peoria,2,COM1,212249,212249,1,3700,7,0.34,3,25493,East Peoria,East Peoria 4 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3133,17901013310201400,East Peoria,2,COM1,1653450,1653450,1,2000,7,0.49,3,13780,East Peoria,East Peoria 4 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3134,17901013220405500,East Peoria,2,COM1,8776771,8776771,1,153000,7,0.24,2,1054170,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3135,17901013220600200,East Peoria,2,COM8,858480,858480,1,4500,7,0.8,4,0,East Peoria,East Peoria 4 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3136,17901013220600300,East Peoria,2,COM1,2019990,2019990,1,10000,7,0.22,3,68900,East Peoria,East Peoria 4 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3137,17901013220600400,East Peoria,2,COM5,648360,648360,1,7200,7,0.75,4,0,East Peoria,East Peoria 4 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3138,17901013220501500,East Peoria,2,COM8,458130,458130,1,2700,7,0.55,2,0,East Peoria,East Peoria 4 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3139,17901013220501600,East Peoria,2,COM1,6724390,6724390,1,12500,7,0.68,2,86125,East Peoria,East Peoria 4 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3140,17901013220501600,East Peoria,2,COM1,3765658,3765658,1,7000,7,0.42,4,48230,East Peoria,East Peoria 4 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3141,17901013220501700,East Peoria,2,COM8,580740,580740,1,4200,7,0.5,4,0,East Peoria,East Peoria 4 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3142,17901013220405700,East Peoria,2,COM7,1760094,2640141,1,6000,7,0.3,4,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3143,17901013220501600,East Peoria,2,COM1,9683122,9683122,1,18000,7,0.62,4,124020,East Peoria,East Peoria 4 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3144,17901013220700200,East Peoria,7,EDU1,8362153,8362153,3,33500,7,0.5,4,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3145,17901013220501000,East Peoria,2,COM1,6309180,6309180,1,15000,7,0.35,4,103350,East Peoria,East Peoria 4 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3146,17901013220500900,East Peoria,2,COM8,1117061,1117061,1,4100,7,0.45,4,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
3147,17901013220101000,East Peoria,2,COM1,434901,434901,1,3100,7,0.47,2,21359,East Peoria,East Peoria 4 - ACE 1%,ACE 1,3.84,17.68,66.08,76890,287380,15860,380130,4.309967,74.23964,DEPTH_ACE1_ILRIVER
3148,17901013220900100,East Peoria,1,RES4,12150300,6075150,6,39500,4,0.63,3,0,East Peoria,East Peoria 3 - ACE 1%,ACE 1,,0,0,0,0,0,0,,0,DEPTH_ACE1_ILRIVER
